Procedure ID,,Description,Amount
804839,,CATH PRDTR DMDBCK 1.5   ,11530.75
804840,,CATH PRDTR DMDBCK 21.75 ,11530.75
804841,,CATH PRDTR DMDBCK 2.00  ,11915.75
804842,,CATH PRDTR DMDBCK 2.25  ,11530.75
804843,,PIN FIXATION 869117     ,1026.65
804844,,TRAY TIB ORT OFFST 71X47,3987.3
804845,,TIB TRAY 76X51MM        ,3987.3
804846,,TRAY TIB 2.5 LT MDL OFST,3987.3
804849,,HEAD HUM 48X18 ECCENTRIC,2825.26
804857,,STEM HUM 8              ,5651.36
804860,,COMPNT OXFRD TIB SZ A   ,2900
804861,,SCREW BN TI L100 6.7MM  ,630
804862,,CUP ACTB PNCL 48MM      ,2000
804863,,DRVR SURG 3.5 HEX       ,1241
804866,,BLN INV A 4.0X150       ,2449
804872,,CMPNT PTLR MTLBK 10X32MM,1080
804873,,PIN GD BRAD PT 3.2X343MM,585.16
804874,,BIT DRL AO SHFT 102X2MM ,933.35
804875,,SCREW S/T HEAD 4.5X60MM ,604
804876,,BLN INV A 2.0X210       ,2342.55
804877,,BALLN PTA 4FR 3X2.5X150 ,2342.55
804878,,BLN INV A 3.0X210       ,2342.55
804879,,BLN INV A 3.5X210       ,2342.55
804880,,SCREW TRSL MTRSL 2.7X32 ,263.76
804882,,SCREW BN 3.5X14 182.314 ,1370
804883,,ROD SPNL 120MM 3.5MM ELL,360
804884,,BIT DRL 2.4MM 3.5MM SCR ,1550
804887,,DRSNG GERMCDL 1X4 NTMC  ,111.4
804889,,STYLET LEAD KIT 46CM    ,1080
804890,,STYLET LEAD KIT 58CM    ,1080
804891,,SCREW BN 3.6MM 14MM SPNL,200
804894,,PLTE BN CUB 02.100.021  ,1616.9
804898,,PLATE 122MM SS 3.5MM SCR,2388.96
804899,,WR 2.MM 03.311.038      ,538.58
804900,,WIRE EX FIX RDX 2MM     ,1677.13
804901,,BOLT CONN EX FIX LNG    ,242.2
804903,,WASHER 2MM 03.311.082   ,119.6
804904,,ROD TRA 350M THRD EX FIX,152.94
804907,,CAP END NAIL HDFT STRDV ,294.5
804909,,SCREW BN SS 9X2 LCP CORT,68.46
804910,,SCREW CORT 201.360.97   ,78.4
804911,,SCREW CORTEX 201.361.97 ,68.46
804912,,SCREW BN SS 24X2 LCP COR,68.46
804913,,SCREW SS 8X2 LCP ORTH   ,220.08
804914,,SCREW LOCKING 201.881   ,220.08
804915,,PLATE OLCRN 3.5 X 86MM R,1753.7
804916,,PLATE BONE SS 86MM LCP 2,1753.7
804918,,PLATE ORTH 164MM 3.5MM  ,1786
804919,,HEAD FEM CERM +1.5X36MM ,700
804920,,HEAD FEM 36MM 5MM MOM   ,1600
804921,,PLATE 5HL RT CLVCL3.5X15,1545.6
804922,,PLATE BN SS LCP 247.351 ,841.68
804923,,PLATE LCP 5H 2.4X44MM   ,695.4
804924,,PLATE BN SS L60MM LCP OR,807.5
804925,,PLATE BONE LCP 3HOLE HD ,841.68
804926,,PLATE BN SS LCP ORTH 3 H,1401.12
804927,,PLATE BN SS L52MM LCP OR,762.72
804929,,BIT DRL 2.5MM           ,577.15
804932,,WRENCH SRG TRQ CUSA     ,554.95
804933,,WRENCH SRG TRQ STRL DISP,572.13
804941,,SCREW BN HEADLS 3.0X14MM,640.3
804945,,SHTH SHTL 7F X 90       ,729
804947,,BIT DRL 4.2X260MM T2STRL,1473
804948,,BIT DRL 4.2X130MM T2STRL,1473
804951,,SHELL ACTB TRDNT 56X57.8,2080
804955,,HEAD HIP V40 LFIT 9-028 ,600
804962,,JOINT HEAD FEM HIP +7.5 ,1700.68
804963,,PLATE SM MSH CALC       ,1207.66
804965,,SHEATH HYD L90 8F       ,684.09
804966,,SHTH CTH SHTL 6F 90     ,684.09
804969,,HEAD CCR +1.5 36 ART/EZ ,700
804973,,SPACER FEM HIP ACLD 4514,175
804976,,SCREW TRNFX 7X90MM      ,370
804981,,GRAFT BN MIN IGN PM 4CC ,800
804988,,COMPONENT FEM MED KN MRH,8236.8
804989,,COMPONENT FEM AUGMT 10MM,1163.5
804990,,BASEPLATE TIB MRH 2 LG K,4001
804991,,INSERT TIB MED LG 2 24MM,1301.2
804992,,GRAFT HUM TIS UROGEN    ,850
804993,,COUNTERSINK CANN SCOUPLE,653
804996,,STNT BIL HLNK 4.5X12X80 ,2320
804998,,STNT BIL HLNK 5X12X80   ,2370
804999,,STNT BIL HLNK 5X18X80   ,2370
805000,,STNT BIL HLNK 5.5X18X80 ,2370
805001,,STNT BIL HLNK 6X12X80   ,2370
805002,,STNT BIL HLNK 6X18X80   ,2370
805003,,STNT BIL HLNK 6.5X12X80 ,2370
805005,,STNT BIL HLNK 7X18X80   ,2370
805007,,XLINK INSERT UPC ACCS   ,700
805012,,BLN VTRC 4X15X135       ,4886
805013,,CATH BLNDIL 4X20X135    ,2158
805014,,CATH BLNDIL 4X30X135    ,2158
805018,,BLN VTRC 4.5X15X135     ,2158
805019,,BLN VTRC 4.5X20X135     ,2158
805020,,BLN VTRC 4.X5X30X135    ,2158
805021,,BLN VTRK14 RX 4.5X40X135,2516
805023,,BLN VTRC 5X15X135       ,2516
805024,,CATH BLNDIL 5X20X135    ,2516
805025,,CATH BLNDIL 5X30X135    ,2158
805029,,BLN VTRC 5.5X20X135     ,2158
805030,,BLN VTRC 5.5X30X135     ,2158
805032,,BLN VTRC 6X15X135       ,2516
805033,,CATH BLNDIL 6X20X135    ,4449
805034,,BLN VTRC 6X40X 135      ,2516
805037,,BLN VTRC 7X15X135       ,2516
805039,,BLN VTRC 7X20X80        ,1052.45
805040,,PLATE 100D 10HL 3.5X121 ,169.6
805042,,SCREW CANC 4X30 TI MAX  ,229.72
805043,,SCREW CANC 4X50 CNULA   ,229.72
805051,,SCREW CANN CANC 4.0X60  ,281.6
805055,,SCREW BN SM LAG 4X36MM C,217.36
805056,,SCREW BONE CANCELLOUS SM,208.68
805057,,SCREW BN SM LAG 4X40MM C,217.36
805058,,SCREW BNE SM L42MM OD4MM,281.6
805059,,SCREW BONE TIM SM L46MM ,217.36
805060,,SCREW CANC LAG 4X50     ,217.36
805062,,SCREW BN CANC 1/3 4X60MM,217.36
805063,,SCREW CANN CANC 4.0X65  ,281.6
805064,,SCREW BONE CANCELLOUS 4.,281.6
805071,,PLATE 71.4X30.5X1MM 3 HL,395.02
805072,,PLATE MT SM 97.3X30.5 5H,452.2
805082,,SCREW CORT 3.5X36MM     ,54.44
805083,,SCREW CORT 3.5X42       ,54.44
805084,,SCREW CORT 3.5X44       ,54.44
805088,,SCREW CANC 4X16 SLD     ,73.54
805089,,SCREW CANC FTH 4.0X22   ,73.54
805091,,SCREW CANC 4X46 FL THRD ,56.26
805092,,SCREW CANC 4X50 FL THRD ,73.54
805093,,SCREW CANC 4X55         ,73.54
805104,,TAP 4.0MM CANN CANC S   ,1915.8
805116,,SHELL ACTB CLSTR HL 48  ,2600
805117,,GRASPER ALLI SGL STRL 3 ,1172
805118,,KIT CNTRFG GPS 3 PLTL   ,2856
805120,,CATH BLN .014X135X100 5F,3395.7
805124,,PLUG VSC AGA 14         ,1664
805128,,SCREW SPN VRTX 3.5X12MM ,1440
805129,,BLN VTRC 5.5X15X135     ,2158
805131,,PUNCH 4.5MM AR-1922PBS  ,1500
805133,,PROS STM SZ14 POR HO    ,5000
805134,,BASEPLATE TIB GNSIS 2 7 ,2000
805136,,DRILL LISFRANC 3.2MM    ,1812.93
805140,,INSERT TRTHLN PS TIB    ,1900
805141,,DRSNG CLLGN 4.75X4.75   ,166.8
805142,,COMPNT PTLR TRI X3 11X38,800
805152,,ROD SPN CONN 31-34MM    ,1899.18
805153,,STEM SHLDR-HUMERAL 8    ,5540
805155,,STEM ADPT KN 6478-6-715 ,1891.5
805158,,INS FEM L+LT KN POR     ,4000
805160,,SCREW BN 3X12X4 HDLS COM,640.3
805161,,STAPLR INTRNL UNIV 12   ,2725
805162,,SCREW BN 3MM 15MM       ,640.3
805163,,SCREW BN 3MM 16MM       ,641.76
805164,,SCRW 3.0MM HEADLESS COMP,640.3
805171,,SCREW BN 3MM 22MM       ,641.76
805172,,SCREW BN HDLS CMPR 3X24 ,641.76
805176,,SCREW 34MM CORTICAL     ,40
805177,,PLATE SIDE STND BARL 4HL,544
805180,,SCREW BN 3X40 HDLS      ,640.3
805182,,COMPNT PTLR RSRFC 9X35MM,500
805183,,INSERT ARTC KN 5-6 11MM ,1100
805184,,SCREW LNG THRD HDLSS 16M,641.76
805187,,HEAD ARTEZE HIP -2MM    ,700
805188,,SHTH CTH .38 L30 18F    ,787
805189,,SCREW BN CORT 3.5X32.5MM,150
805190,,SCREW CORT 3.5X50       ,200
805191,,PLATE ELBW SM RT LAT    ,1268
805194,,LEAD PACNG QPLR 694765  ,8200
805198,,CNLA EXCPC 75X6 CLR     ,178
805200,,PIN EXFX AMK 1/8 X3IN   ,536.4
805202,,BIT DRL IMPL FX BUD 11MM,2016.63
805210,,PROS PENIL CYL L15CM W/P,9890
805216,,CATH BLN 5.3FR 5 50CM 4C,1051
805217,,CATHETER BLNDIL 5.3FR 6M,1051
805218,,CATH BLNDL 9MM 135CM 2CM,1051
805220,,CATH BNDL 10MM 135CM 2CM,1051
805221,,BLN SNRG 10X4X135       ,1051
805224,,HEAD FEM 26X42MM UHR    ,600
805229,,OBTURATOR HEMS VLV 8FR  ,41.2
805230,,COILEMB 360DD STRCH10X30,3880
805231,,SCREW HDLS CMP LO 3X26  ,641.76
805233,,COILEMB 360DD STRCH12X30,4350
805237,,SCREW BNE 3.0PR LNG     ,641.76
805240,,CATH PRWLR SLCT 150X5CM ,4235
805241,,SHELL ACTB PNCL 100X50  ,2960.88
805242,,SCREW V-AX NLCK 2.7X24  ,113.6
805243,,CUP ACTB PNCL 300 48    ,1800
805244,,CUP ACTB 50             ,1800
805245,,CUP ACTB PNCL 300 56    ,1800
805246,,CUP ACTB PNCL 300 62    ,1800
805247,,CUP ACTB PNCL 300 64    ,1800
805248,,CUP ACTB PNCL 300 66    ,1800
805249,,COMPNT FEMRAL 5512-F-501,10117.9
805250,,INSERT TIB 9MM KN X3 TTL,3360
805251,,PLATE TROCH 6704-3-092  ,2980.9
805252,,LINER ACTB NEUT 48X28   ,1100
805254,,LINER ACTB +4 10DD 50X28,2290.98
805257,,LINER ACTB PNCL 32X54   ,1500
805258,,LINER ACTB PNCL 32X56   ,1500
805259,,LINER ACTB PNCL 32X58   ,1100
805260,,LINER ACTB PNCL 32X60   ,1100
805261,,LNR ACTB 10DD +4 32X52  ,1500
805262,,LINER ACTB 10DD +4 32X54,1500
805263,,LINER ACTB 10DD +4 32X56,1500
805264,,LINER ACTB 10DD +4 32X58,2323.84
805267,,COIL MX2 360 FRM 12X30  ,3520
805268,,COIL EMBL 30CM 14MMM    ,4350
805269,,STEM FM 3 12/14 TPR PRCT,4500
805270,,STEM FEM SMT 5 12/14 HI ,4500
805271,,STEM FEM 12/14 TAPER 6 H,4500
805272,,STEM FEMORAL 12/14 TAPER,4500
805273,,STEM FEM 12/14 TAPER 3 P,4500
805274,,STEM FEM TPR HIP 12/14  ,4500
805275,,STEM FEM SMT 5 12/14 STD,4000
805276,,STEM FEM CMNTLS 6 12/14 ,4500
805277,,STEM FEM 12/14TAPER 7 HI,4000
805279,,MATRIX2 360 FRM 16X 30  ,4350
805280,,CUP ACTB PNCL 58        ,1800
805281,,COIL MX2 360 FRM 18X30  ,3730
805282,,STEM FEM SMT 12/14TPR 4 ,4000
805284,,TRAY 1 MBT TIB CMNT KEEL,3200
805285,,TRAY MBT CM KEEL TIB 1.5,3200
805286,,CMPNT TIBTRY SZ 3 KN    ,2912
805287,,TRAY 6 MBT TIB CMNT KEEL,3200
805288,,TIB TRAY 1294-33-170    ,3200
805289,,INSERT TIB 2 10MM       ,1500
805290,,INS TIB 2 12.5 KNROT PLT,1500
805291,,INS TIB 2X15 KN ROT CR  ,1500
805292,,INSERT TIB 2CRV 17.5MM K,1500
805293,,INSERT UHMWPE KN2.5X12.5,1500
805294,,INS TIB SZ 2.5 15.0     ,1500
805295,,INSERT TIB 2.5X17.5MM   ,1500
805296,,INSERT TIB KN 3 12.5MM  ,1366
805297,,INS TIB 3X15 KN ROT CR  ,1500
805298,,INSERT KNEE TIB 17.5MM  ,1366
805299,,INS TIB 4X10 RP CRV     ,1366
805300,,INSERT TIBIAL 4 CRV 15.0,1500
805301,,INS TIB 4X17.5 RP CRV   ,1366
805302,,INS TIB 5X12.5 RP CRV   ,1366
805303,,INSERT TIB 5 L15MM      ,1366
805304,,INS TIB 5X17.5 KN ROT   ,1500
805305,,INS TIB 6X10 KN RP      ,1500
805306,,INSERT TIB GVF 6 12.5M  ,1500
805307,,INSERT TIB SZ6 15MM     ,1500
805308,,INSERT TIB GVF 6 CRV17.5,1500
805309,,INS TIB 2X10 RP STB     ,1500
805310,,INSERT TIB 96-2112      ,1366
805311,,INS TIB 2X15 KN ROT PLT ,1500
805312,,INSERT TIB 96-2114      ,1500
805313,,INS TIB 2 20 KN ROT PLT ,1500
805314,,INS TIB 2.5X10 RP STAB  ,1366
805315,,INSERT TIB KN 2.5X12.5MM,1500
805316,,INSERT KN UHMWPE 2.5X15 ,1500
805317,,INS TIB 2.5X17.5 KN ROT ,1500
805318,,INSERT TIB 2.5 L20.0MM K,1500
805319,,INS TIB 3X10 RP STAB    ,1366
805320,,INSERT TIB ARTC KN3X12.5,1366
805321,,INS TIB 3X15 RP STAB    ,1366
805322,,INSERT TIB 3 17.5MM KN  ,1366
805323,,INSERT TIB 96-2135      ,1500
805324,,INSERT TIB KN RP 4X10MM ,1366
805325,,INSERT TIB RP STAB4X12.5,1500
805326,,KNEE TIB INS 4 15.0     ,1500
805327,,INSERT TIB UHMWPE 4 17.5,1500
805328,,INSERT TIB 96-2145      ,1500
805329,,INS TIB 5X10 RP STAB    ,1366
805330,,INSERT TIB 96-2152      ,1366
805331,,INSERT TIB SGM KN 5 15MM,1366
805332,,INSERT TIB 17.5MM KN    ,1500
805333,,INSERT TIB 5 20MM KN RP ,1500
805334,,TIB UHMWPE 6 H10MM PFC S,1500
805335,,INS TIB 6X12.5 PFC KN   ,1500
805336,,INS TIB 6X15 KN ROT     ,1500
805337,,INSERT TIB PFC SGM 6 L17,1500
805338,,INSERT TIB SZ 6 20MM    ,1500
805340,,TRAY MBT CEM KEEL TIB 2 ,2912
805341,,JOINT TOT KNEE KEEL 2.5 ,2466
805342,,TRAY TIBIAL MBT KEEL CEM,2466
805343,,INSERT TIB 2.5X10MM     ,1366
805344,,INSERT TIB INS 10MM     ,1366
805345,,INSERT TIB CRVD SZ4 12.5,1500
805354,,STNT VSC WLL10X68X75-100,1925.36
805359,,WASHER ORT 4.5MM EXFX   ,74
805363,,ANCH SUT AR-1923PS PEEK ,1030
805364,,SCREW ACTRK 4/5 50.0    ,842
805365,,VANG POST FEM AUG 65X5  ,1846
805371,,CTHGD ATTN VGRM 6F      ,782
805373,,COIL EMB GD10 USFT 3X6  ,2224
805375,,SCREW BN 6.5X15MM CAN   ,221.1
805376,,SCREW CANC 6.5 20       ,221.1
805378,,LEAD PACNG QPLR 694758  ,8200
805380,,COMPNT STEM HIP 155X13MM,5000
805383,,SCREW SELF-TAP 1.5X8    ,80
805385,,CATH IV ANGIO 14GAX2    ,70.8
805386,,CATH IV ANGIO INF 20GX2 ,50
805389,,CATH ANGIO 14GX5.25     ,244
805393,,HEAD FEM 0 HIP COCR 28MM,600
805394,,HEAD HUM SHLDR 17X46MM  ,2600
805395,,RESTRCTOR CMNT HIP 24MM ,400
805396,,CTHDX ST 5F PIG 65      ,1214.4
805398,,SCREW EMERG TI 2.0X4    ,384
805399,,SCREW EMERG TI 2.0MM X 5,66
805400,,SCREW EMERG TI 2.0X6    ,72.5
805401,,SCREW SELF-TAP 1.5X5    ,80
805405,,KIT LD SPL 6.1FR 8.3FR  ,469
805406,,HEAD FEM 32 -4 LF V40   ,891.82
805408,,PLUG LD CPSR IS-1 CONN  ,160
805411,,GRFT VASC EXCEL 481046  ,1161.3
805413,,SCREW 5MM 38MM AXSOS SS ,316.4
805414,,SUTURE PE POLY TGRWR 38 ,1290
805415,,PLATE MDFX TI 18HL .7MM ,1215.24
805416,,STENT COR 2.25MM 8MM    ,3194
805417,,STENT COR 2.25MM 12MM   ,3194
805418,,STENT COR 2.25MM 16MM   ,3350
805419,,STENT COR 2.25MM 20MM   ,3194
805421,,HEAD FEM HIP +4 22MM    ,840
805424,,CUP ACTB PNCL 66        ,4913.06
805427,,IMPL BREAST 68-270      ,950
805428,,IMPL BRST 330-360 STYL68,950
805430,,CATHETER DRN 20FR 16IN A,315
805433,,CATHETER DRN 28FR 20IN A,185
805434,,CATH THORACIC STRT 32FR ,185
805435,,CATHETER DRN 36FR 20IN A,315
805436,,SHTH RXB 16F 038 30C    ,1132
805449,,CATH BLN NANO2.5X210X150,2030.21
805455,,CUP ACTB PNCL 64        ,2000
805463,,CATH ATHRCM 6FR 135CM   ,8183
805464,,CTHLSR VTS 2.0 014 131  ,8183
805466,,ADAPTOR SGM FEM 7D      ,2200.8
805476,,HEAD FEM HIP UNV 32MM   ,1500
805477,,NAIL RT FEM IM 12X38X130,3770
805478,,NAIL RT FEM IM 12X42X130,1908
805484,,RADL JW 3 PULM WO NEED  ,1218
805489,,GW SPHNTM 7-5FR 5MM BL3 ,1256.15
805490,,BLN HRCN RX 2X4X180     ,1554.91
805491,,BLN HRCN RX 4X4X180     ,1554.91
805492,,BLN HRCN RX 4X6X180     ,1554.91
805493,,BLN HRCN RX 4X8X180     ,1554.91
805494,,CATH BLN HRCN RX4X10X180,1554.91
805509,,STEM RAD ELB 7MM        ,4634
805511,,SCREW BN 7MM 100MM      ,320
805513,,COVER BUR HL TI 24MM 0D ,620
805523,,TUBE GSTMY MIC 18F 2.3  ,594.13
805524,,TUBE GSTRM LP 18FX3.5   ,604.31
805525,,TUBE GSTMY MIC 18F 4.0  ,621
805527,,TUBE GSTRM LP 20FX2     ,604.31
805528,,TUBE GSTMY MIC 20F 2.3  ,604.31
805529,,TUBE GSTRM LP 20FX3     ,604.31
805530,,TUBE GSTRM SIL LP20FX4.5,621
805531,,TUBE GSTMY MIC 24F 3.0  ,604.31
805532,,TUBE GSTRM LP 24FX3.5   ,604.31
805539,,CABLE DLMLS HIP SS 2MM  ,490
805541,,CABLE SLV DLMLS HIP 2.0 ,440.3
805544,,KIT TEMP EXCLBR EX-FX ST,36579.47
805545,,BIT DRL 3.2X5.5MM       ,855.54
805548,,LEAD ATTN LV 218775     ,3590
805549,,LEAD ATTN LV 218785     ,3590
805552,,SCREW TRNFX 7X95MM      ,320
805553,,GWIRE ORTH T2 3X800MM   ,1442
805556,,SCREW BN L30MM OD4.0MM  ,592
805557,,MESH PRLN 3X6           ,112.48
805560,,GWIRE ORTH SS 80X.91MM  ,576
805561,,SLEEVE ENDO HND ASST    ,3099.23
805562,,MTL INSERT 28MM UPC ACCS,1300
805563,,MTL HEAD 36MM UPC ACCS  ,532
805564,,SCREW PNCL 6.5X15 CANC  ,110
805565,,CUP ACTB PNCL MLTHL2 52 ,3243.52
805569,,SCREW PNCL 6.5X20 CANC  ,110
805570,,CUP ACTB SECT 2 PNCL 48 ,2630
805571,,CUP ACTB SECT 2 PNCL 50 ,1800
805572,,CUP ACTB SECT 2 PNCL 52 ,2630
805573,,CUP ACTB SECT 2 PNCL 54 ,2630
805574,,CUP ACTB SECT 2 PNCL 56 ,2630
805575,,CUP ACTB SECT 2 PNCL 58 ,2630
805576,,CUP ACTB SECT 2 PNCL 60 ,2630
805577,,CUP ACTB SECT 2 PNCL 62 ,3079.3
805578,,CUP ACTB SECT 2 PNCL 64 ,2630
805579,,CUP ACTB SECT 2 PNCL 66 ,2960.88
805580,,SCREW PNCL 6.5X25 CANC  ,110
805581,,SCREW PNCL CANC 6.5X30MM,110
805582,,SCREW PNCL CANC 6.5X35MM,110
805583,,SCREW PNCL CANC 6.5X40MM,110
805584,,SCREW CANN PNCL 6.5X45  ,110
805585,,SCREW CANN PNCL 6.5X60  ,110
805586,,SCREW CANN PNCL 6.5X65  ,110
805587,,SCREW ACTB PNCL 6.5X70MM,110
805588,,LINER ACTB POLY 36X56   ,1500
805589,,LINER ACTB POLY 36X60   ,1500
805590,,LINER ACTB POLY 36X62   ,2504.5
805591,,LINER ACTB POLY 36X64   ,1500
805592,,LINER ACTB 10DD +4 36X54,1500
805593,,LINER ACTB 10DD +4 36X56,1500
805595,,LINER ACTB 10DD +4 36X60,1500
805598,,LINER ACTB +4 36X54     ,1500
805599,,LINER ACTB POLY +4 36X58,2613.46
805600,,HD FM 1.5 28 AML ART/EZ ,700
805601,,HEAD FM +5 28 AML ART/EZ,700
805602,,HEAD FEM +8.5MM 12/14 28,700
805604,,STEM FEM HIP SZ2 12/14  ,4500
805605,,INSERT SUMMIT STD SIZE 1,5000
805606,,INS ORTH 2 TPRD SMT     ,5000
805607,,INS ORTH 3 SMT TPRD STD ,4500
805608,,STEM FEM TPR HIP 4 12/14,4000
805609,,STEM CMNTLS HIP 5 12/14 ,4000
805610,,STEM FEM 6 TAPERED STD  ,4500
805611,,INS ORTH 7 TPRD STD OFST,4500
805612,,STEM FEM HIP 157002150  ,5000
805613,,FEM STM OFST SZ 0       ,4500
805614,,INS SMT DUOFX 10TPRD STD,5000
805615,,STEM HIP CMNTLS 1 12/14 ,5000
805616,,STEM FEM HIP SMT 2 12/14,5000
805617,,STEM HIP HI OFST 3 12/14,4500
805618,,INS ORTH 4 TPRD OFST    ,4500
805619,,STEM OTH 5 TPRD HI OFST ,4500
805620,,STEM FEM CMNTLS SMT150M ,4500
805621,,INS FEM 7 12/14 SMT CMNT,5000
805622,,INS ORTH 8 TPRD OFST    ,4500
805623,,INSERT TPRD HI OFST SZ9 ,5000
805624,,STEM FEM 170MM HA 10    ,5000
805626,,RETRACTOR VAG/CERV SM   ,757
805628,,CTH INFUS 2.3F 150 PROWL,2976.05
805629,,CATH PRWLR 14 MCTH      ,2970
805630,,ROD VERTEX SPINE L240MM ,360
805632,,GWIRE VASC .035X185X15  ,1280
805634,,SCREW CANC 4X35 ACMD    ,120
805636,,PLATE LONG OLCRN        ,1268
805641,,ELECTRD ESURG VRSPNT GYN,2016.63
805649,,HEAD FEM 22.2 STD LF V40,600
805650,,HEAD HIP V40 HIP +0X26MM,600
805653,,HEAD HIP V40 LFIT 9-132 ,600
805655,,HEAD FEM 22.2 +3 LF V40 ,600
805656,,HEAD 26MM +4 LF V40     ,600
805657,,HEAD HIP V40 LFIT 9-228 ,600
805658,,HEAD HIP V40 LFIT 9-232 ,600
805659,,HEAD HIP V40 LFIT 9-326 ,600
805660,,HEAD FEM COCR +8X28MM   ,600
805661,,HEAD HIP V40 LFIT 9-332 ,600
805662,,HEAD HIP V40 LFIT 9-426 ,860
805665,,CMNT BNE CBLT HV 40GM   ,163.8
805667,,SCREW BN CORT 4.5X30MM  ,25.6
805668,,PLATE TI DCP 2.0 7HOLE  ,331.2
805669,,WIRE FXTN BOLT 5MM      ,1477.16
805670,,CTHDX RNGD 2.5X20X130   ,2004.14
805671,,GW TRSND 014 182 XCH SFT,3225.25
805672,,SET ESCPC HTD INSUF TBG ,310
805674,,CTHDRN BIL NSL 7F 250   ,851.47
805685,,NAIL EX CANN RT 10X180MM,2612.5
805686,,SCREW LOCK S/T 2.4X11MM ,220.08
805688,,PLATE MINI LCP 247.349  ,1501.92
805690,,CATH SUPRPUB 8FR        ,292.8
805694,,BIT DRL MN 2 FST QK CNCT,665
805698,,SCREW LAG 10.5X95MM     ,1020
805700,,EXPNDR TIS LOWHT 300CC  ,2490
805701,,EXPNDR TIS LOWHT 350CC  ,2490
805704,,VALVE MTRL  25MM        ,11990
805705,,VLV MTRL  27MM          ,11990
805706,,VALVE MTRL  29MM        ,11990
805707,,VALVE MTRL  31MM        ,11990
805708,,VALVE MTRL  33MM        ,13400
805713,,ROD CONN CRBN 08X400MM  ,2327.54
805715,,PLATE SM FRAG LCK Y 17  ,909.16
805723,,PROSTHESIS PENL 100ML   ,2360
805725,,SUTURE BRDG AR-1212BSLC ,750
805726,,BEARING TIB OXFD LT 5MM ,1700
805727,,BEARNG MNSCL 4MM LG     ,1900
805729,,INSRT TRTHLN TIB G-311  ,1900
805730,,BASEPLATE AEQ REV DWD003,3714
805732,,PLATE ANT CSPN 48MM 2LVL,1900
805734,,CHARGER IPG RESTORE ADVA,9508
805736,,CATHETER GUIDE MERCI RET,11928
805740,,CATH ST 5FR PIG MB      ,980
805741,,CLAMP ENDO AOR 100CM    ,8742
805742,,PADDING CAST COTTON 4IN ,126.4
805743,,HEAD HUMERUS SHOULDER 18,2550
805745,,PEG LCK 2.3X20          ,208
805754,,JOINT HEAD C-TPR 40MM/-5,1760
805755,,PACEMKR ADPTA 2CH ADDR03,5408
805756,,PACEMKR ADPTA 2CH ADDR06,7300
805757,,PACEMKR ADPTA ADDRS1    ,5932.54
805758,,PACEMKR ADPTA SR ADSR01 ,5992.54
805759,,SCREW INTFR PLLA 8MM 3MM,670
805760,,KIT ASCP FX L BIOTNDS   ,1796.08
805763,,PLATE HUM 3.5 LK PL 5H  ,2094.4
805764,,BLN VYGR RX 1.5X12      ,2507
805765,,CATH BLNDL 1.5X143X15   ,2507
805766,,BLN VYGR RX 2X8         ,2507
805767,,BLN VYGR RX 2X12        ,2507
805768,,LEAD ADPTR KIT 586637M  ,40
805769,,STYLET LD 58CM .014IN   ,360
805770,,STYLET LD 58CM .016IN KT,975
805771,,STYLET LD 65CM .014IN KI,640
805772,,STYLET LD 52CM .014IN KT,640
805773,,STYLET PCNG LEAD 6093-65,640
805774,,STYLET LEAD KN OB J BLU ,640
805777,,BLN VYGR RX 2X15        ,2145
805778,,ELECTRODE TRANSVENOUS PA,780.85
805779,,BLN VYGR RX 2X20        ,2507
805780,,BLN VYGR RX 2X30        ,2507
805781,,BLN VYGR RX 2.25X8      ,2507
805789,,CATH SHRT LOPRO TPR 2.25,2507
805791,,BLN VYGR RX 2.25X15     ,2507
805792,,BLN VYGR RX 2.25X18     ,2507
805794,,BLN VYGR RX 2.25X30     ,2507
805795,,BLN VYGR RX 2.5X8       ,2507
805796,,BLN VYGR RX 2.5X12      ,2507
805797,,BLN VYGR RX 2.5X15      ,1587
805800,,CATH THRMB .014 L145CM  ,3425
805801,,AUGMNT TIB LM/RL 10MM S5,1927.8
805803,,PROCESS DISP 1 SYMPHONY ,2786
805811,,GWIRE ORTH .045X 6MM OST,366
805812,,BIT DRL OD3.0-4.0 CANN  ,1925.98
805814,,SCREW BN 3MM 16MM M3-X T,250
805815,,SCREW TI 18MM 3MM CRNFCL,250
805816,,SCREW TI 20MM 3MM CRNFCL,229.5
805817,,IMPLANT BRST 275ML ADJ  ,1650
805818,,IMPLANT BRST 125-25ML   ,698
805820,,IMPLANT MAM CONT PROFILE,2100
805821,,IMPLANT BRST 425+50ML   ,1550
805822,,SCREW CANCELLOUS 4.8MM X,184.02
805831,,EXPNDR TIS LOWHT 400CC  ,2490
805833,,EXPANDER TISSUE 300CC   ,2490
805842,,GW ORTH 3.2 BALL TP 98  ,1242.57
805844,,SPACER VERT PK 6X10X46  ,10837.6
805845,,NUT LCK CLSRE MCHNSM XIA,100
805856,,DRILL SRG STRL 100X2.2MM,718
805859,,NEEDLE LOC 12CM 18GA PLC,1446.27
805860,,BIT DRL GRAY 125X3.2MM  ,842
805862,,STEM OMFT 6088-0730-200L,3920
805863,,STEM OMFT 6088-0730-200R,8044.92
805865,,DRILL SRG CANN CHRLT 5MM,1812.93
805867,,RNG ANLPLS MTRL SYS 30  ,3010
805868,,RNG ANLPLS MTRL SYS 34  ,3010
805869,,PLATE CRAINIOFACIAL 2X10,1414
